DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Price,Ecology_3_A
27.0,1.0,53.769097136525275,52.40802696611313,1.0,5.0,4.0,1977.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,140647.56593684404,0.0
85.0,3.0,73.6122247317727,53.89208948435271,6.0,4.0,9.0,1979.0,52.0,11217.0,1.0,2300.0,1.0,7.0,89084.32787608178,0.0
27.0,2.0,49.36064780032354,31.993963547007414,5.0,6.0,5.0,1983.0,5.0,1227.0,0.0,482.1141116132445,0.0,0.0,117000.38128669599,0.0
34.0,2.0,57.969964222530145,32.01248263525128,9.0,6.0,14.0,2001.0,53.0,13670.0,4.0,1151.755794204898,1.0,11.0,231828.43766693235,0.0
57.0,1.0,44.51348081256669,23.113423134573804,8.0,6.0,12.0,1983.0,49.0,11395.0,3.0,1406.0,3.0,4.0,183743.23046424173,0.0
19.0,3.0,110.95979224728356,56.996764901321505,11.0,16.0,25.0,2012.0,33.0,6783.0,3.0,1218.7070114598782,1.0,9.0,394895.32598680095,0.0
0.0,3.0,103.60529197422831,47.799426262469524,10.0,12.0,17.0,2002.0,25.0,4756.0,16.0,2857.0,5.0,8.0,521919.0573998705,0.0
27.0,2.0,64.71183493873933,35.971624943268445,1.0,15.0,1.0,1977.0,9.0,1892.0,0.0,633.0178098600866,0.0,1.0,127200.02651097006,0.0
48.0,1.0,41.668649656506325,20.207761889892915,10.0,19.0,22.0,1996.0,46.0,9515.0,5.0,1151.755794204898,1.0,10.0,215083.96905610108,0.0
54.0,3.0,118.90761184257369,62.79926122470535,0.0,2.0,0.0,1977.0,30.0,5285.0,0.0,645.0,6.0,6.0,571069.0526003882,0.0
150.0,3.0,62.180535989371776,44.169694075407364,5.0,4.0,5.0,1964.0,24.0,5613.0,5.0,1340.0,2.0,5.0,241718.0995266293,0.0
74.0,2.0,82.66791473448255,52.75224845942952,1.0,16.0,17.0,1977.0,6.0,1437.0,3.0,878.3296566619243,0.0,2.0,244145.8270685723,0.0
27.0,3.0,106.95887123511149,0.6418221077821484,0.0,17.0,0.0,2018.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,337299.86793644377,0.0
23.0,2.0,64.55620925344805,40.601441835333056,1.0,8.0,17.0,1977.0,6.0,1437.0,3.0,899.1210204826187,0.0,2.0,173910.92372317292,0.0
23.0,1.0,42.53004325868857,24.504687660116467,1.0,3.0,9.0,2014.0,0.0,168.0,0.0,482.1141116132445,0.0,0.0,95338.19854860756,0.0
11.0,2.0,48.37223191245333,31.00758147862463,6.0,4.0,9.0,1972.0,36.0,5992.0,0.0,1993.4,1.0,1.0,213374.16640304858,0.0
50.0,2.0,39.43535081853332,23.37768698871145,7.0,9.0,9.0,1965.0,35.0,7077.0,56.0,2301.0,3.0,19.0,283877.6171417454,0.0
61.0,1.0,41.7651555000357,19.343185677164602,9.0,12.0,16.0,1984.0,52.0,10311.0,6.0,1151.755794204898,1.0,9.0,189007.23894421052,0.0
27.0,2.0,63.679115983087094,37.275774657400376,1.0,9.0,15.0,1977.0,2.0,469.0,0.0,482.1141116132445,0.0,0.0,178721.70633739038,0.0
44.0,1.0,34.7672268816687,18.209648101536544,6.0,7.0,9.0,1972.0,24.0,4378.0,0.0,1036.0,1.0,1.0,154928.80993818038,0.0
90.0,2.0,42.17678220950818,28.085689937853193,5.0,2.0,5.0,1965.0,37.0,5288.0,0.0,1937.0,3.0,2.0,176344.82040566398,0.0
200.0,3.0,85.28038875664878,58.447967179062545,9.0,6.0,5.0,1960.0,33.0,7425.0,1.0,398.4752241600157,2.0,5.0,402871.91631724115,0.0
23.0,1.0,41.11876598003856,23.459539337351174,1.0,4.0,17.0,1977.0,6.0,1437.0,3.0,899.1210204826187,0.0,2.0,103510.22360146276,0.0
43.0,2.0,43.701661788670734,26.350358249023103,5.0,5.0,9.0,1961.0,17.0,3079.0,59.0,2890.0,0.0,8.0,287056.01254272985,0.0
177.0,3.0,77.8739361356098,48.99113289942049,12.0,9.0,25.0,2012.0,36.0,6714.0,2.0,2672.0,0.0,2.0,191550.1213566216,0.0
23.0,2.0,60.503248324677,34.15441891552616,0.0,16.0,0.0,1977.0,0.0,168.0,0.0,482.1141116132445,0.0,0.0,229778.0579017187,0.0
99.0,2.0,45.257138805377025,32.61382570011897,5.0,4.0,5.0,1971.0,66.0,10573.0,1.0,1322.0,3.0,8.0,171266.94942738526,0.0
101.0,3.0,58.4198155580721,37.27561392063118,5.0,5.0,5.0,1963.0,41.0,6558.0,7.0,1548.0,3.0,2.0,197456.9208142761,0.0
1.0,2.0,56.49431782042168,54.72356903322895,0.0,9.0,17.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,196078.90728935658,0.0
23.0,2.0,58.692132931238426,34.376787144448265,1.0,16.0,17.0,1977.0,6.0,1437.0,3.0,899.1210204826187,0.0,2.0,184501.01122512695,0.0
38.0,3.0,104.21139562017449,66.29011343028453,0.0,20.0,0.0,2017.0,15.0,2787.0,2.0,520.0,0.0,7.0,435462.0480700058,0.0
21.0,2.0,48.85174210675611,33.533432105863035,5.0,5.0,5.0,1970.0,47.0,8004.0,3.0,125.0,3.0,5.0,183826.31652243072,0.0
23.0,2.0,49.929488622133064,31.02284542509456,1.0,9.0,12.0,1977.0,0.0,168.0,0.0,482.1141116132445,0.0,0.0,88464.4253950588,0.0
103.0,1.0,41.53813827372754,23.292934580888872,8.0,7.0,16.0,1981.0,19.0,3806.0,4.0,404.98548042707085,0.0,3.0,234052.26552661308,0.0
23.0,1.0,47.080100247481404,46.80798919400547,12.0,3.0,9.0,1977.0,2.0,475.0,0.0,482.1141116132445,0.0,0.0,96029.16787733519,0.0
98.0,1.0,41.27061351984075,20.45594534035546,7.0,8.0,14.0,2003.0,23.0,5212.0,6.0,1321.7404320036037,3.0,2.0,214733.34225833853,0.0
170.0,1.0,35.390235379659565,21.675589451961883,5.0,3.0,5.0,1963.0,21.0,4472.0,6.0,1450.0,4.0,7.0,172795.8670771811,0.0
94.0,1.0,35.28089402875877,23.35417623467495,6.0,11.0,9.0,1971.0,33.0,8667.0,2.0,1352.6390010692887,0.0,6.0,148862.21017433386,0.0
1.0,2.0,61.40005437465901,39.76833466420466,0.0,17.0,22.0,2016.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,199215.45222932714,0.0
44.0,1.0,31.89348347603991,20.94667055523254,7.0,3.0,14.0,1973.0,36.0,10055.0,3.0,2476.73258409524,1.0,0.0,182946.36203104112,0.0
1.0,1.0,42.41417613853096,23.79654045073484,1.0,14.0,17.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,156476.61434830475,0.0
48.0,3.0,60.49673620327934,38.701932866274475,6.0,4.0,9.0,1980.0,46.0,9515.0,5.0,1151.755794204898,1.0,10.0,276349.9122838608,0.0
5.0,2.0,54.477432041659135,31.149444195768496,7.0,14.0,22.0,1991.0,16.0,3433.0,4.0,2643.0,4.0,5.0,279119.9134223016,0.0
23.0,2.0,56.21870163187176,34.6272960331579,1.0,3.0,3.0,1977.0,1.0,388.0,0.0,482.1141116132445,0.0,0.0,90303.66568299793,0.0
28.0,1.0,38.007936217693626,23.281713820168363,9.0,1.0,12.0,1970.0,30.0,6207.0,1.0,1183.0,1.0,0.0,147636.76035604483,0.0
11.0,2.0,57.322494472127154,31.78800632302188,10.0,5.0,16.0,1980.0,36.0,5992.0,0.0,1690.8608940311387,1.0,1.0,242402.234569005,0.0
88.0,2.0,47.31752643089487,31.100516771763807,6.0,6.0,12.0,1975.0,43.0,8429.0,3.0,1374.7687978591325,3.0,9.0,207641.6759898469,0.0
1.0,2.0,65.02389875686265,40.601441835333056,1.0,10.0,17.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,197343.7979853104,0.0
47.0,2.0,54.7873237643134,33.512142879434535,8.0,1.0,12.0,1978.0,46.0,10309.0,1.0,240.0,1.0,16.0,100471.95261307227,0.0
6.0,1.0,42.50553193590355,23.353275715284884,1.0,6.0,12.0,2014.0,5.0,1564.0,0.0,540.0,0.0,0.0,113617.2195706784,0.0
52.0,2.0,64.14115197487071,40.601441835333056,1.0,5.0,17.0,1977.0,34.0,7065.0,1.0,750.0,2.0,5.0,158148.93648361234,0.0
62.0,1.0,41.19418849786451,23.679482236018742,0.0,6.0,0.0,1977.0,2.0,629.0,1.0,375.42835436311753,0.0,0.0,114063.0920409234,0.0
31.0,2.0,57.95597269122314,32.27257840039711,9.0,17.0,17.0,2001.0,32.0,5889.0,10.0,830.0,4.0,1.0,339414.5500190396,1.0
57.0,2.0,45.96488978915266,29.141211816173783,5.0,7.0,5.0,1963.0,49.0,11395.0,3.0,1406.0,3.0,4.0,180538.89892241484,0.0
77.0,1.0,42.67884386982604,23.918634033545928,8.0,14.0,12.0,1983.0,46.0,10309.0,1.0,240.0,1.0,16.0,179784.4733339991,0.0
27.0,2.0,64.92910276079539,63.30460517784749,10.0,15.0,17.0,2016.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,228584.00107195406,0.0
27.0,2.0,79.22704893716298,43.060571687689446,0.0,9.0,0.0,1977.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,167023.97314312926,0.0
74.0,2.0,84.68773160202026,81.90555163617604,0.0,12.0,17.0,2017.0,6.0,1437.0,3.0,878.3296566619243,0.0,2.0,243479.876105312,0.0
74.0,1.0,52.45758937232919,52.4233445561041,0.0,18.0,17.0,1977.0,6.0,1437.0,3.0,878.3296566619243,0.0,2.0,160292.1637018166,0.0
79.0,1.0,39.42966643301249,18.519732724337832,9.0,2.0,16.0,1981.0,19.0,3856.0,10.0,1233.5536783747489,2.0,5.0,174952.64419069275,0.0
6.0,2.0,63.184422013103685,61.14289377226982,1.0,17.0,17.0,2016.0,5.0,1564.0,0.0,540.0,0.0,0.0,190762.98155043615,0.0
9.0,1.0,50.299167150679395,24.3496040418,9.0,11.0,16.0,2006.0,11.0,2370.0,0.0,633.0178098600866,0.0,1.0,197101.04908793507,0.0
34.0,1.0,47.90932737998546,42.78238540963264,1.0,2.0,1.0,2016.0,53.0,13670.0,4.0,1151.755794204898,1.0,11.0,181167.64240357085,0.0
85.0,4.0,65.55983414534953,47.696254952296684,6.0,6.0,9.0,1976.0,52.0,11217.0,1.0,2300.0,1.0,7.0,266989.0161418366,0.0
156.0,1.0,39.24892718662953,21.592325047856093,7.0,13.0,17.0,2009.0,35.0,7077.0,56.0,2301.0,3.0,19.0,254236.32508556198,0.0
69.0,1.0,39.252554812007496,19.394250723900626,7.0,1.0,16.0,1985.0,33.0,6783.0,3.0,1081.6134329244692,1.0,9.0,184737.9210694037,0.0
108.0,2.0,49.888740020585054,31.603650465162,6.0,9.0,12.0,1974.0,23.0,3684.0,2.0,931.5355997087447,0.0,4.0,261086.02440592513,0.0
96.0,2.0,62.78380934113364,35.222368111513255,10.0,5.0,10.0,1994.0,53.0,14892.0,4.0,1458.4528742922535,1.0,4.0,259293.02212247785,0.0
169.0,2.0,58.433607265665074,31.08698930261341,8.0,3.0,14.0,1970.0,11.0,2398.0,2.0,1994.0,3.0,0.0,116661.59548998011,0.0
18.0,2.0,61.71855284835026,33.0401150131786,10.0,10.0,11.0,2000.0,30.0,5562.0,0.0,468.8602214701599,0.0,5.0,267609.8272514647,0.0
21.0,1.0,42.5012260708919,22.91573470453811,8.0,2.0,12.0,1979.0,47.0,8004.0,3.0,125.0,3.0,5.0,153038.21948532813,0.0
27.0,2.0,54.583231282802906,33.320302288938066,11.0,2.0,9.0,2000.0,53.0,14892.0,4.0,2350.091120680606,1.0,4.0,238779.44765093192,0.0
148.0,3.0,127.48158341963554,65.96431337138458,1.0,16.0,1.0,2012.0,22.0,4625.0,11.0,3855.0,2.0,10.0,510700.4447348914,0.0
94.0,2.0,47.145626414517814,30.738284138231354,5.0,11.0,9.0,1976.0,43.0,8429.0,3.0,1374.7687978591325,3.0,9.0,210364.31471895878,0.0
41.0,2.0,48.07704110377844,28.835116601308275,5.0,5.0,9.0,1968.0,36.0,10055.0,3.0,2476.73258409524,1.0,0.0,198183.07691950462,0.0
128.0,2.0,52.08218293973108,34.01705745296253,8.0,7.0,17.0,1994.0,27.0,4798.0,0.0,30.0,2.0,8.0,243824.7929712899,0.0
10.0,2.0,50.29076173681866,32.460809440510396,6.0,12.0,12.0,1973.0,33.0,7976.0,5.0,955.0796037287075,0.0,11.0,242107.0978653341,0.0
144.0,2.0,49.0307877478954,31.91889562577639,8.0,2.0,5.0,1964.0,27.0,5148.0,14.0,1575.0,5.0,7.0,212786.0017001436,0.0
120.0,3.0,58.57037093462771,37.434125981371615,5.0,4.0,5.0,1961.0,27.0,5664.0,48.0,2300.0,3.0,11.0,305732.5862953504,0.0
39.0,1.0,34.19820977216433,20.981127484293157,6.0,7.0,9.0,1973.0,25.0,5011.0,8.0,730.0,0.0,2.0,156375.02000227175,0.0
7.0,3.0,74.97105425768765,46.23924761599082,10.0,16.0,17.0,1987.0,23.0,5067.0,4.0,1442.5988702008972,2.0,6.0,415398.5730306261,0.0
34.0,2.0,61.33496777880346,4.091944920685359,1.0,26.0,1.0,2014.0,53.0,13670.0,4.0,1151.755794204898,1.0,11.0,286564.4419718113,0.0
27.0,2.0,58.93727974313555,34.74006979324089,11.0,2.0,7.0,1998.0,53.0,14892.0,4.0,2350.091120680606,1.0,4.0,217349.25658949924,0.0
84.0,3.0,63.72823655447478,38.96093513166355,6.0,9.0,9.0,1971.0,22.0,4789.0,2.0,4087.0,4.0,1.0,291058.0808994419,0.0
23.0,1.0,41.84569772836166,23.79654045073484,1.0,14.0,17.0,1977.0,6.0,1437.0,3.0,899.1210204826187,0.0,2.0,110620.6293204901,0.0
61.0,1.0,33.646711450929125,21.42355298005255,5.0,8.0,9.0,1975.0,52.0,10311.0,6.0,1151.755794204898,1.0,9.0,165018.9484643495,0.0
1.0,1.0,50.61776843485736,46.505676134063826,1.0,10.0,24.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,175188.95821584578,0.0
1.0,2.0,62.96990315347615,31.74561055395469,10.0,14.0,14.0,2014.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,92127.0617882676,0.0
123.0,2.0,58.91191808519165,33.6122411146587,9.0,12.0,17.0,2005.0,47.0,11319.0,0.0,1145.0,3.0,5.0,274570.7175007904,0.0
23.0,2.0,48.76013224783535,31.40592635113328,1.0,3.0,3.0,1977.0,0.0,168.0,0.0,482.1141116132445,0.0,0.0,113250.42650034721,0.0
9.0,2.0,62.34715418212179,33.646250145321815,1.0,6.0,1.0,1977.0,25.0,5648.0,1.0,30.0,2.0,4.0,184172.97563930124,0.0
1.0,2.0,53.18796830353497,34.82049795088077,8.0,7.0,17.0,1990.0,33.0,5261.0,0.0,240.0,3.0,1.0,241419.59687217,0.0
57.0,3.0,64.0151002560132,43.84285219250445,6.0,10.0,12.0,1984.0,49.0,11395.0,3.0,1406.0,3.0,4.0,270071.6195151077,0.0
159.0,3.0,61.809021596554686,40.44472528024896,6.0,2.0,9.0,1972.0,17.0,3079.0,59.0,2890.0,0.0,8.0,378581.5411997035,0.0
27.0,2.0,62.224569197974155,58.5039850086156,1.0,8.0,17.0,2016.0,2.0,469.0,0.0,482.1141116132445,0.0,0.0,192625.0493997445,0.0
70.0,2.0,45.592912912750855,27.27845940340863,6.0,3.0,9.0,1981.0,39.0,7614.0,3.0,1291.4796037287074,1.0,5.0,201121.07053639015,0.0
39.0,1.0,35.683059286946204,18.662235067338923,7.0,12.0,12.0,1977.0,25.0,5011.0,8.0,730.0,0.0,2.0,150513.47488734513,0.0
94.0,2.0,39.900424683233375,26.477223105164704,6.0,12.0,14.0,1982.0,33.0,8667.0,2.0,1352.6390010692887,0.0,6.0,204804.84335521163,0.0
129.0,3.0,65.68346852974332,43.533322473808525,7.0,11.0,12.0,1977.0,24.0,5613.0,5.0,1340.0,2.0,5.0,313452.5352345641,0.0
3.0,1.0,42.145274302242434,21.304556088896693,10.0,3.0,14.0,1984.0,37.0,5288.0,0.0,1937.0,3.0,2.0,225889.6912453254,0.0
95.0,2.0,42.389567415418014,33.06483544074146,5.0,1.0,5.0,1963.0,7.0,1660.0,39.0,1786.0,1.0,5.0,224746.81185663465,0.0
27.0,2.0,60.44585456445121,34.15441891552616,1.0,13.0,1.0,1977.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,213798.18515132746,0.0
78.0,1.0,44.570412123654016,19.485741143328703,10.0,18.0,24.0,2011.0,21.0,4346.0,2.0,165.0,1.0,2.0,212821.6747251237,0.0
1.0,2.0,65.00927913436703,40.601441835333056,1.0,9.0,17.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,186403.4841889536,0.0
18.0,3.0,76.23513674330522,47.001817296653726,10.0,9.0,17.0,1997.0,30.0,5562.0,0.0,468.8602214701599,0.0,5.0,293371.9575586355,0.0
45.0,1.0,42.367288692851375,40.012528663007295,1.0,16.0,14.0,2015.0,23.0,5212.0,6.0,1158.9782079093857,3.0,2.0,250466.98077681608,0.0
15.0,4.0,98.68670312903869,57.307057812964345,15.0,10.0,17.0,2008.0,21.0,5731.0,0.0,329.1694697385805,1.0,0.0,373510.0571282724,0.0
121.0,3.0,60.43816917856879,43.96785075861281,5.0,5.0,5.0,1965.0,19.0,3293.0,16.0,628.0,3.0,7.0,269680.638174428,0.0
49.0,1.0,43.44426635232809,20.702408895355198,8.0,18.0,17.0,2010.0,24.0,5613.0,5.0,1340.0,2.0,5.0,168601.97480454494,0.0
25.0,3.0,85.95230644639723,53.862014990337194,1.0,4.0,3.0,2017.0,53.0,13670.0,4.0,1151.755794204898,1.0,11.0,309688.5926806599,0.0
19.0,2.0,74.44137733392219,35.640269014040044,9.0,23.0,25.0,2004.0,33.0,6783.0,3.0,1218.7070114598782,1.0,9.0,435909.1097547888,0.0
1.0,2.0,55.2332130691251,34.147329580908206,1.0,13.0,17.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,184324.9008862336,0.0
59.0,2.0,61.50213443093715,33.12142623794768,10.0,5.0,17.0,1985.0,37.0,7687.0,11.0,176.0,5.0,5.0,354879.4031837641,0.0
28.0,2.0,43.771829534570266,33.24216720327902,5.0,3.0,9.0,1968.0,30.0,6207.0,1.0,1183.0,1.0,0.0,203425.39606435495,0.0
2.0,3.0,60.15940612151951,46.35452671851282,5.0,4.0,9.0,1968.0,35.0,7715.0,4.0,990.0,0.0,6.0,317296.3052996641,0.0
6.0,1.0,65.10201679019049,64.62260302448165,1.0,10.0,9.0,2015.0,5.0,1564.0,0.0,540.0,0.0,0.0,175899.97828362975,0.0
96.0,1.0,35.99013769288014,18.12583002371395,1.0,1.0,9.0,1978.0,53.0,14892.0,4.0,1458.4528742922535,1.0,4.0,155312.29482522552,0.0
27.0,3.0,89.6929642467968,87.62381427680403,1.0,13.0,1.0,1977.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,265978.8377804947,0.0
108.0,3.0,110.20396948700356,59.27070227635576,12.0,19.0,28.0,2007.0,37.0,7687.0,11.0,176.0,5.0,5.0,146061.7305650271,0.0
127.0,2.0,45.92367266158226,26.177752782849087,5.0,3.0,5.0,1967.0,13.0,2514.0,19.0,2854.093777777778,0.0,6.0,176480.46517329663,0.0
6.0,2.0,65.49667436641931,5.5893235804425885,1.0,5.0,17.0,1977.0,5.0,1564.0,0.0,540.0,0.0,0.0,180727.64354109476,0.0
85.0,1.0,42.19894558704247,20.794835924374308,10.0,16.0,22.0,1987.0,52.0,11217.0,1.0,2300.0,1.0,7.0,87182.52338492699,0.0
27.0,2.0,92.40000684071423,92.06923622776027,10.0,2.0,5.0,1977.0,11.0,3097.0,0.0,605.4152782145169,0.0,0.0,116942.67104480596,0.0
56.0,1.0,40.812877553246935,23.09788779329753,10.0,10.0,22.0,1999.0,23.0,5067.0,4.0,1199.1373547740723,2.0,6.0,292718.3126005229,0.0
31.0,2.0,62.30129218800013,30.388568968400406,10.0,11.0,12.0,2008.0,32.0,5889.0,10.0,830.0,4.0,1.0,427526.00361512345,1.0
1.0,2.0,63.672610618053405,40.601441835333056,1.0,11.0,17.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,194510.14788951524,0.0
169.0,1.0,33.25798132827507,18.181442895582567,5.0,7.0,9.0,1967.0,18.0,3594.0,4.0,192.0,1.0,5.0,201616.27389759172,0.0
31.0,3.0,78.47198680838288,52.70682355093004,8.0,6.0,5.0,1957.0,32.0,5889.0,10.0,830.0,4.0,1.0,419692.97803382436,1.0
61.0,2.0,45.586982489186994,34.682385480990014,5.0,5.0,5.0,1962.0,16.0,4048.0,3.0,1005.5333032475439,1.0,3.0,177434.7589711046,0.0
74.0,1.0,50.145176202730894,28.515973705909406,1.0,8.0,12.0,1977.0,6.0,1437.0,3.0,878.3296566619243,0.0,2.0,171901.0874084269,0.0
109.0,1.0,40.117363791934814,21.391897654599497,10.0,5.0,22.0,1982.0,25.0,5027.0,4.0,46.0,1.0,1.0,239038.59002294773,0.0
34.0,2.0,60.366625674269216,57.70914937562125,10.0,20.0,19.0,2017.0,53.0,13670.0,4.0,1151.755794204898,1.0,11.0,241737.8084974161,0.0
62.0,2.0,71.3047632136293,48.16546276097887,1.0,13.0,20.0,1977.0,2.0,629.0,1.0,375.42835436311753,0.0,0.0,170564.40872038715,0.0
27.0,3.0,92.88554386930149,91.64224916672009,13.0,7.0,17.0,2015.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,206780.54887701644,0.0
9.0,1.0,37.470195242427614,21.485797280082046,7.0,12.0,17.0,1993.0,53.0,13670.0,4.0,1151.755794204898,1.0,11.0,187899.22196065105,0.0
94.0,1.0,37.98575172539788,20.142098703933197,9.0,8.0,16.0,1974.0,25.0,6149.0,0.0,498.3390336838253,0.0,0.0,137656.12292446892,0.0
46.0,2.0,69.80461247985367,33.82966008436593,12.0,13.0,16.0,2014.0,31.0,6137.0,4.0,1005.5333032475439,0.0,1.0,465067.06588342227,0.0
17.0,1.0,40.090754550200884,22.393898211263426,8.0,6.0,16.0,1980.0,23.0,4635.0,5.0,3300.0,2.0,4.0,145941.55533360448,0.0
23.0,2.0,57.69961907981183,29.663930877393287,10.0,2.0,1.0,1977.0,0.0,168.0,0.0,482.1141116132445,0.0,0.0,114168.53270326485,0.0
62.0,1.0,51.83147294769089,30.461983965302537,1.0,5.0,1.0,2015.0,2.0,629.0,1.0,375.42835436311753,0.0,0.0,131797.47228439266,0.0
23.0,1.0,44.647897567499456,41.555841756681,1.0,9.0,25.0,1977.0,6.0,1437.0,3.0,899.1210204826187,0.0,2.0,123749.81125374605,0.0
62.0,1.0,47.57727953765478,43.123508338822525,1.0,6.0,1.0,1977.0,2.0,629.0,1.0,375.42835436311753,0.0,0.0,128813.57022387734,0.0
44.0,2.0,44.51140745026622,29.84746226754347,5.0,6.0,5.0,1960.0,25.0,4724.0,2.0,1308.0,1.0,3.0,189407.27604070996,0.0
23.0,3.0,70.21457474548518,49.364085027187826,9.0,3.0,1.0,2017.0,1.0,388.0,0.0,482.1141116132445,0.0,0.0,111389.48105876287,0.0
27.0,3.0,51.991064354455396,4.896201920014866,1.0,22.0,25.0,1977.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,174687.5661862937,0.0
85.0,1.0,44.03852399189157,40.435804444916094,1.0,15.0,22.0,1982.0,52.0,11217.0,1.0,2300.0,1.0,7.0,202321.23147284004,0.0
6.0,1.0,66.41984149373265,3.98710087947258,1.0,2.0,1.0,1977.0,5.0,1564.0,0.0,540.0,0.0,0.0,193361.2298149829,0.0
27.0,1.0,54.25519113954791,51.135218544797326,0.0,5.0,3.0,2017.0,2.0,629.0,1.0,392.42835436311753,0.0,0.0,147040.22612039236,0.0
119.0,2.0,45.222689730275285,33.485942821149045,5.0,6.0,9.0,1968.0,42.0,7651.0,1.0,422.44579685868956,1.0,5.0,186508.20856483802,0.0
99.0,2.0,47.01806447731696,28.62867586845311,6.0,7.0,9.0,1971.0,35.0,5776.0,1.0,2078.0,2.0,4.0,218392.93428619305,0.0
96.0,2.0,57.6391671539191,34.8831258893622,8.0,3.0,9.0,1999.0,53.0,14892.0,4.0,1458.4528742922535,1.0,4.0,144400.25776795662,0.0
41.0,2.0,54.4778683522394,33.34848235863591,8.0,7.0,12.0,1983.0,46.0,10309.0,1.0,240.0,1.0,16.0,224277.83102613143,0.0
57.0,2.0,56.38477330543139,30.57114898010994,8.0,4.0,12.0,1983.0,49.0,11395.0,3.0,1406.0,3.0,4.0,213877.55976290046,0.0
1.0,2.0,71.0055747817242,48.16546276097887,0.0,11.0,9.0,1977.0,1.0,264.0,0.0,509.7166432588141,0.0,1.0,245130.10663746108,0.0
98.0,2.0,47.69890152322699,32.685700152832595,5.0,4.0,5.0,1962.0,23.0,5212.0,6.0,1321.7404320036037,3.0,2.0,189565.89794984864,0.0
47.0,2.0,49.285200889669326,31.84773289921996,6.0,7.0,12.0,1977.0,16.0,4048.0,3.0,1005.5333032475439,1.0,3.0,204117.83359830946,0.0
7.0,3.0,81.46790925974453,76.64618193917562,10.0,19.0,17.0,2010.0,42.0,9292.0,3.0,2620.0,0.0,3.0,477665.5829146461,0.0
